"","x"
"250","discuss"
"251","discuss"
"252","discuss"
"253","discuss"
"254","discuss"
"255","discuss"
"256","agree"
"257","agree"
"258","discuss"
"259","agree"
"260","agree"
"261","discuss"
"262","discuss"
"263","discuss"
"264","discuss"
"265","agree"
"266","disagree"
"267","discuss"
"268","discuss"
"269","discuss"
"270","disagree"
"271","discuss"
"272","agree"
"273","discuss"
"274","discuss"
"275","discuss"
"276","agree"
"277","discuss"
"278","discuss"
"279","agree"
"280","discuss"
"281","discuss"
"282","discuss"
"283","discuss"
"284","discuss"
"285","discuss"
"286","discuss"
"287","agree"
"288","agree"
"289","discuss"
"290","agree"
"291","agree"
"292","agree"
"293","discuss"
"294","disagree"
"295","disagree"
"296","discuss"
"297","discuss"
"298","discuss"
"299","discuss"
"300","agree"
"301","discuss"
"302","discuss"
"303","disagree"
"304","discuss"
"305","discuss"
"306","agree"
"307","discuss"
"308","discuss"
"309","discuss"
"310","agree"
"311","discuss"
"312","discuss"
"313","discuss"
"314","discuss"
"315","agree"
"316","discuss"
"317","discuss"
"318","discuss"
"319","agree"
"320","discuss"
"321","agree"
"322","agree"
"323","discuss"
"324","discuss"
"325","agree"
"326","discuss"
"327","discuss"
"328","discuss"
"329","discuss"
"330","discuss"
"331","agree"
"332","discuss"
"333","agree"
"334","discuss"
"335","agree"
"336","discuss"
"337","discuss"
"338","agree"
"339","discuss"
"340","discuss"
"341","discuss"
"342","discuss"
"343","discuss"
"344","discuss"
"345","discuss"
"346","discuss"
"347","agree"
"348","discuss"
"349","discuss"
"350","discuss"
"351","disagree"
"352","discuss"
"353","discuss"
"354","discuss"
"355","discuss"
"356","discuss"
"357","agree"
"358","discuss"
"359","agree"
"360","discuss"
"361","discuss"
"362","discuss"
"363","agree"
"364","agree"
"365","discuss"
"366","discuss"
"367","disagree"
"368","discuss"
"369","discuss"
"370","discuss"
"371","disagree"
"372","agree"
"373","discuss"
"374","discuss"
"375","discuss"
"376","discuss"
"377","agree"
"378","agree"
"379","disagree"
"380","agree"
"381","disagree"
"382","discuss"
"383","agree"
"384","discuss"
"385","agree"
"386","discuss"
"387","discuss"
"388","disagree"
"389","discuss"
"390","discuss"
"391","discuss"
"392","agree"
"393","discuss"
"394","discuss"
"395","discuss"
"396","agree"
"397","discuss"
"398","discuss"
"399","discuss"
"400","discuss"
"401","discuss"
"402","agree"
"403","discuss"
"404","discuss"
"405","discuss"
"406","discuss"
"407","disagree"
"408","discuss"
"409","discuss"
"410","discuss"
"411","discuss"
"412","agree"
"413","discuss"
"414","discuss"
"415","agree"
"416","disagree"
"417","agree"
"418","discuss"
"419","discuss"
"420","discuss"
"421","discuss"
"422","discuss"
"423","agree"
"424","discuss"
"425","agree"
"426","discuss"
"427","discuss"
"428","discuss"
"429","disagree"
"430","discuss"
"431","agree"
"432","discuss"
"433","agree"
"434","agree"
"435","disagree"
"436","discuss"
"437","discuss"
"438","disagree"
"439","discuss"
"440","discuss"
"441","disagree"
"442","discuss"
"443","agree"
"444","agree"
"445","discuss"
"446","discuss"
"447","agree"
"448","discuss"
"449","discuss"
"450","agree"
"451","disagree"
"452","disagree"
"453","agree"
"454","discuss"
"455","discuss"
"456","discuss"
"457","discuss"
"458","discuss"
"459","discuss"
"460","discuss"
"461","discuss"
"462","discuss"
"463","agree"
"464","discuss"
"465","discuss"
"466","discuss"
"467","discuss"
"468","discuss"
"469","discuss"
"470","discuss"
"471","discuss"
"472","disagree"
"473","discuss"
"474","discuss"
"475","disagree"
"476","agree"
"477","discuss"
"478","discuss"
"479","agree"
"480","agree"
"481","agree"
"482","discuss"
"483","discuss"
"484","agree"
"485","agree"
"486","discuss"
"487","discuss"
"488","discuss"
"489","discuss"
"490","discuss"
"491","agree"
"492","agree"
"493","discuss"
"494","discuss"
"495","agree"
"496","discuss"
"497","discuss"
"498","agree"
"499","agree"
"500","discuss"
"501","agree"
"502","discuss"
"503","discuss"
"504","discuss"
"505","agree"
"506","agree"
"507","agree"
"508","discuss"
"509","discuss"
"510","agree"
"511","discuss"
"512","disagree"
"513","discuss"
"514","discuss"
"515","disagree"
"516","discuss"
"517","discuss"
"518","discuss"
"519","discuss"
"520","discuss"
"521","disagree"
"522","agree"
"523","discuss"
"524","discuss"
"525","discuss"
"526","discuss"
"527","discuss"
"528","agree"
"529","agree"
"530","agree"
"531","discuss"
"532","discuss"
"533","agree"
"534","discuss"
"535","disagree"
"536","agree"
"537","discuss"
"538","discuss"
"539","agree"
"540","agree"
"541","discuss"
"542","agree"
"543","agree"
"544","discuss"
"545","discuss"
"546","discuss"
"547","discuss"
"548","agree"
"549","discuss"
"550","discuss"
"551","discuss"
"552","discuss"
"553","agree"
"554","agree"
"555","discuss"
"556","discuss"
"557","discuss"
"558","disagree"
"559","agree"
"560","agree"
"561","discuss"
"562","disagree"
"563","agree"
"564","discuss"
"565","discuss"
"566","discuss"
"567","discuss"
"568","discuss"
"569","discuss"
"570","disagree"
"571","agree"
"572","discuss"
"573","agree"
"574","discuss"
"575","discuss"
"576","agree"
"577","discuss"
"578","agree"
"579","agree"
"580","discuss"
"581","discuss"
"582","discuss"
"583","agree"
"584","agree"
"585","discuss"
"586","discuss"
"587","discuss"
"588","discuss"
"589","discuss"
"590","disagree"
"591","agree"
"592","discuss"
"593","discuss"
"594","discuss"
"595","agree"
"596","discuss"
"597","discuss"
"598","discuss"
"599","agree"
"600","discuss"
"601","agree"
"602","agree"
"603","discuss"
"604","discuss"
"605","agree"
"606","discuss"
"607","discuss"
"608","agree"
"609","discuss"
"610","agree"
"611","discuss"
"612","discuss"
"613","agree"
"614","discuss"
"615","disagree"
"616","discuss"
"617","agree"
"618","discuss"
"619","agree"
"620","agree"
"621","discuss"
"622","agree"
"623","discuss"
"624","discuss"
"625","agree"
"626","disagree"
"627","discuss"
"628","discuss"
"629","discuss"
"630","discuss"
"631","discuss"
"632","agree"
"633","discuss"
"634","agree"
"635","discuss"
"636","discuss"
"637","discuss"
"638","discuss"
"639","discuss"
"640","agree"
"641","discuss"
"642","discuss"
"643","discuss"
"644","discuss"
"645","discuss"
"646","discuss"
"647","discuss"
"648","disagree"
"649","disagree"
"650","discuss"
"651","discuss"
"652","discuss"
"653","discuss"
"654","agree"
"655","discuss"
"656","agree"
"657","agree"
"658","discuss"
"659","agree"
"660","discuss"
"661","discuss"
"662","discuss"
"663","disagree"
"664","discuss"
"665","agree"
"666","discuss"
"667","discuss"
"668","disagree"
"669","discuss"
"670","agree"
"671","discuss"
"672","discuss"
"673","agree"
"674","discuss"
"675","disagree"
"676","agree"
"677","discuss"
"678","discuss"
"679","discuss"
"680","discuss"
"681","agree"
"682","discuss"
"683","agree"
"684","discuss"
"685","discuss"
"686","disagree"
"687","agree"
"688","discuss"
"689","disagree"
"690","disagree"
"691","agree"
"692","agree"
"693","discuss"
"694","agree"
"695","agree"
"696","discuss"
"697","discuss"
"698","agree"
"699","discuss"
"700","agree"
"701","discuss"
"702","discuss"
"703","agree"
"704","discuss"
"705","discuss"
"706","discuss"
"707","agree"
"708","discuss"
"709","discuss"
"710","discuss"
"711","disagree"
"712","discuss"
"713","discuss"
"714","agree"
"715","discuss"
"716","discuss"
"717","agree"
"718","discuss"
"719","discuss"
"720","discuss"
"721","discuss"
"722","disagree"
"723","discuss"
"724","agree"
"725","disagree"
"726","discuss"
"727","discuss"
"728","agree"
"729","discuss"
"730","discuss"
"731","discuss"
"732","discuss"
"733","discuss"
"734","discuss"
"735","agree"
"736","agree"
"737","discuss"
"738","agree"
"739","agree"
"740","discuss"
"741","discuss"
"742","discuss"
"743","discuss"
"744","agree"
"745","discuss"
"746","agree"
"747","discuss"
"748","discuss"
"749","discuss"
"750","discuss"
"751","agree"
"752","agree"
"753","discuss"
"754","discuss"
"755","agree"
"756","agree"
"757","discuss"
"758","agree"
"759","discuss"
"760","agree"
"761","discuss"
"762","agree"
"763","discuss"
"764","discuss"
"765","discuss"
"766","agree"
"767","disagree"
"768","discuss"
"769","discuss"
"770","discuss"
"771","disagree"
"772","discuss"
"773","agree"
"774","agree"
"775","discuss"
"776","discuss"
"777","discuss"
"778","agree"
"779","discuss"
"780","discuss"
"781","agree"
"782","discuss"
"783","discuss"
"784","discuss"
"785","agree"
"786","agree"
"787","agree"
"788","discuss"
"789","discuss"
"790","agree"
"791","agree"
"792","disagree"
"793","discuss"
"794","agree"
"795","agree"
"796","agree"
"797","discuss"
"798","discuss"
"799","agree"
"800","discuss"
"801","discuss"
"802","agree"
"803","discuss"
"804","agree"
"805","discuss"
"806","discuss"
"807","discuss"
"808","agree"
"809","discuss"
"810","discuss"
"811","discuss"
"812","discuss"
"813","agree"
"814","discuss"
"815","disagree"
"816","discuss"
"817","agree"
"818","discuss"
"819","discuss"
"820","discuss"
"821","discuss"
"822","discuss"
"823","discuss"
"824","agree"
"825","discuss"
"826","agree"
"827","agree"
"828","disagree"
"829","discuss"
"830","discuss"
"831","discuss"
"832","agree"
"833","discuss"
"834","discuss"
"835","discuss"
"836","discuss"
"837","agree"
"838","disagree"
"839","discuss"
"840","discuss"
"841","discuss"
"842","discuss"
"843","discuss"
"844","discuss"
"845","agree"
"846","discuss"
"847","agree"
"848","discuss"
"849","discuss"
"850","discuss"
"851","discuss"
"852","disagree"
"853","agree"
"854","discuss"
"855","discuss"
"856","disagree"
"857","discuss"
"858","disagree"
"859","discuss"
"860","discuss"
"861","discuss"
"862","agree"
"863","disagree"
"864","agree"
"865","disagree"
"866","discuss"
"867","discuss"
"868","discuss"
"869","agree"
"870","discuss"
"871","agree"
"872","discuss"
"873","discuss"
"874","discuss"
"875","agree"
"876","discuss"
"877","discuss"
"878","discuss"
"879","discuss"
"880","discuss"
"881","agree"
"882","discuss"
"883","discuss"
"884","discuss"
"885","agree"
"886","discuss"
"887","discuss"
"888","discuss"
"889","discuss"
"890","discuss"
"891","disagree"
"892","discuss"
"893","discuss"
"894","discuss"
"895","discuss"
"896","discuss"
"897","discuss"
"898","discuss"
"899","discuss"
"900","discuss"
"901","discuss"
"902","disagree"
"903","disagree"
"904","discuss"
"905","discuss"
"906","agree"
"907","discuss"
"908","discuss"
"909","discuss"
"910","agree"
"911","agree"
"912","disagree"
"913","discuss"
"914","discuss"
"915","discuss"
"916","discuss"
"917","discuss"
"918","discuss"
"919","discuss"
"920","agree"
"921","agree"
"922","discuss"
"923","agree"
"924","discuss"
"925","discuss"
"926","discuss"
"927","agree"
"928","discuss"
"929","disagree"
"930","discuss"
"931","discuss"
"932","discuss"
"933","discuss"
"934","discuss"
"935","discuss"
"936","discuss"
"937","discuss"
"938","discuss"
"939","agree"
"940","discuss"
"941","agree"
"942","discuss"
"943","discuss"
"944","agree"
"945","agree"
"946","discuss"
"947","discuss"
"948","discuss"
"949","discuss"
"950","discuss"
"951","discuss"
"952","discuss"
"953","disagree"
"954","discuss"
"955","discuss"
"956","discuss"
"957","discuss"
"958","agree"
"959","agree"
"960","discuss"
"961","discuss"
"962","discuss"
"963","discuss"
"964","discuss"
"965","discuss"
"966","disagree"
"967","discuss"
"968","disagree"
"969","discuss"
"970","discuss"
"971","agree"
"972","discuss"
"973","disagree"
"974","agree"
"975","discuss"
"976","discuss"
"977","discuss"
"978","discuss"
"979","discuss"
"980","agree"
"981","discuss"
"982","discuss"
"983","discuss"
"984","discuss"
"985","discuss"
"986","discuss"
"987","agree"
"988","discuss"
"989","agree"
"990","discuss"
"991","discuss"
"992","agree"
"993","disagree"
"994","discuss"
"995","discuss"
"996","disagree"
"997","discuss"
"998","discuss"
"999","agree"
"1000","discuss"
"1001","discuss"
"1002","discuss"
"1003","discuss"
"1004","discuss"
"1005","discuss"
"1006","discuss"
"1007","agree"
"1008","discuss"
"1009","discuss"
"1010","agree"
"1011","disagree"
"1012","discuss"
"1013","discuss"
"1014","discuss"
"1015","agree"
"1016","disagree"
"1017","discuss"
"1018","discuss"
"1019","disagree"
"1020","agree"
"1021","discuss"
"1022","discuss"
"1023","discuss"
"1024","disagree"
"1025","discuss"
"1026","discuss"
"1027","disagree"
"1028","agree"
"1029","discuss"
"1030","discuss"
"1031","discuss"
"1032","discuss"
"1033","agree"
"1034","discuss"
"1035","agree"
"1036","discuss"
"1037","agree"
"1038","discuss"
"1039","discuss"
"1040","discuss"
"1041","agree"
"1042","discuss"
"1043","agree"
"1044","discuss"
"1045","agree"
"1046","discuss"
"1047","agree"
"1048","disagree"
"1049","agree"
"1050","discuss"
"1051","disagree"
"1052","discuss"
"1053","agree"
"1054","agree"
"1055","disagree"
"1056","agree"
"1057","discuss"
"1058","agree"
"1059","discuss"
"1060","agree"
"1061","discuss"
"1062","agree"
"1063","discuss"
"1064","disagree"
"1065","discuss"
"1066","discuss"
"1067","agree"
"1068","agree"
"1069","discuss"
"1070","discuss"
"1071","discuss"
"1072","disagree"
"1073","discuss"
"1074","agree"
"1075","agree"
"1076","agree"
"1077","agree"
"1078","discuss"
"1079","discuss"
"1080","discuss"
"1081","agree"
"1082","discuss"
"1083","discuss"
"1084","discuss"
"1085","agree"
"1086","agree"
"1087","agree"
"1088","discuss"
"1089","discuss"
"1090","discuss"
"1091","discuss"
"1092","discuss"
"1093","discuss"
"1094","agree"
"1095","discuss"
"1096","agree"
"1097","agree"
"1098","discuss"
"1099","disagree"
"1100","discuss"
"1101","discuss"
"1102","discuss"
"1103","discuss"
"1104","agree"
"1105","discuss"
"1106","discuss"
"1107","agree"
"1108","discuss"
"1109","agree"
"1110","discuss"
"1111","discuss"
"1112","agree"
"1113","discuss"
"1114","agree"
"1115","agree"
"1116","agree"
"1117","discuss"
"1118","agree"
"1119","discuss"
"1120","discuss"
"1121","discuss"
"1122","discuss"
"1123","discuss"
"1124","discuss"
"1125","agree"
"1126","discuss"
"1127","discuss"
"1128","discuss"
"1129","discuss"
"1130","discuss"
"1131","discuss"
"1132","discuss"
"1133","agree"
"1134","agree"
"1135","discuss"
"1136","discuss"
"1137","discuss"
"1138","discuss"
"1139","discuss"
"1140","discuss"
"1141","discuss"
"1142","discuss"
"1143","discuss"
"1144","agree"
"1145","agree"
"1146","discuss"
"1147","discuss"
"1148","discuss"
"1149","agree"
"1150","agree"
"1151","agree"
"1152","agree"
"1153","agree"
"1154","discuss"
"1155","disagree"
"1156","agree"
"1157","agree"
"1158","discuss"
"1159","agree"
"1160","agree"
"1161","discuss"
"1162","discuss"
"1163","discuss"
"1164","agree"
"1165","discuss"
"1166","disagree"
"1167","discuss"
"1168","agree"
"1169","discuss"
"1170","discuss"
"1171","discuss"
"1172","agree"
"1173","discuss"
"1174","agree"
"1175","discuss"
"1176","discuss"
"1177","discuss"
"1178","discuss"
"1179","discuss"
"1180","discuss"
"1181","discuss"
"1182","agree"
"1183","discuss"
"1184","discuss"
"1185","discuss"
"1186","discuss"
"1187","discuss"
"1188","agree"
"1189","discuss"
"1190","disagree"
"1191","discuss"
"1192","discuss"
"1193","agree"
"1194","discuss"
"1195","discuss"
"1196","discuss"
"1197","agree"
"1198","discuss"
"1199","agree"
"1200","discuss"
"1201","discuss"
"1202","discuss"
"1203","discuss"
"1204","discuss"
"1205","discuss"
"1206","discuss"
"1207","agree"
"1208","discuss"
"1209","discuss"
"1210","discuss"
"1211","discuss"
"1212","discuss"
"1213","discuss"
"1214","discuss"
"1215","agree"
"1216","discuss"
"1217","discuss"
"1218","agree"
"1219","discuss"
"1220","disagree"
"1221","agree"
"1222","discuss"
"1223","discuss"
"1224","agree"
"1225","agree"
"1226","discuss"
"1227","discuss"
"1228","discuss"
"1229","agree"
"1230","discuss"
"1231","agree"
"1232","discuss"
"1233","agree"
"1234","discuss"
"1235","discuss"
"1236","agree"
"1237","discuss"
"1238","agree"
"1239","agree"
"1240","agree"
"1241","discuss"
"1242","discuss"
"1243","discuss"
"1244","disagree"
"1245","discuss"
"1246","discuss"
"1247","discuss"
"1248","discuss"
"1249","discuss"
"1250","agree"
"1251","disagree"
"1252","agree"
"1253","discuss"
"1254","discuss"
"1255","discuss"
"1256","agree"
"1257","disagree"
"1258","discuss"
"1259","discuss"
"1260","discuss"
"1261","discuss"
"1262","discuss"
"1263","discuss"
"1264","agree"
"1265","disagree"
"1266","discuss"
"1267","discuss"
"1268","agree"
"1269","discuss"
"1270","agree"
"1271","agree"
"1272","discuss"
"1273","agree"
"1274","discuss"
"1275","discuss"
"1276","agree"
"1277","agree"
"1278","discuss"
"1279","discuss"
"1280","agree"
"1281","discuss"
"1282","discuss"
"1283","discuss"
"1284","discuss"
"1285","disagree"
"1286","discuss"
"1287","discuss"
"1288","discuss"
"1289","agree"
"1290","agree"
"1291","discuss"
"1292","discuss"
"1293","agree"
"1294","agree"
"1295","agree"
"1296","agree"
"1297","discuss"
"1298","discuss"
"1299","agree"
"1300","agree"
"1301","discuss"
"1302","agree"
"1303","discuss"
"1304","discuss"
"1305","agree"
"1306","agree"
"1307","agree"
"1308","discuss"
"1309","discuss"
"1310","discuss"
"1311","discuss"
"1312","discuss"
"1313","disagree"
"1314","disagree"
"1315","agree"
"1316","discuss"
"1317","discuss"
"1318","agree"
"1319","disagree"
"1320","discuss"
"1321","discuss"
"1322","discuss"
"1323","discuss"
"1324","discuss"
"1325","discuss"
"1326","discuss"
"1327","agree"
"1328","discuss"
"1329","agree"
"1330","discuss"
"1331","agree"
"1332","discuss"
"1333","discuss"
"1334","discuss"
"1335","agree"
"1336","agree"
"1337","discuss"
"1338","discuss"
"1339","discuss"
"1340","agree"
"1341","agree"
"1342","discuss"
"1343","discuss"
"1344","discuss"
"1345","agree"
"1346","discuss"
"1347","discuss"
"1348","agree"
"1349","discuss"
"1350","discuss"
"1351","discuss"
"1352","discuss"
"1353","agree"
"1354","discuss"
"1355","discuss"
"1356","agree"
"1357","discuss"
"1358","discuss"
"1359","agree"
"1360","discuss"
"1361","discuss"
"1362","discuss"
"1363","agree"
"1364","discuss"
"1365","discuss"
"1366","discuss"
"1367","agree"
"1368","agree"
"1369","agree"
"1370","agree"
"1371","disagree"
"1372","agree"
"1373","discuss"
"1374","agree"
"1375","agree"
"1376","agree"
"1377","agree"
"1378","agree"
"1379","agree"
"1380","discuss"
"1381","discuss"
"1382","discuss"
"1383","discuss"
"1384","discuss"
"1385","agree"
"1386","agree"
"1387","discuss"
"1388","disagree"
"1389","discuss"
"1390","agree"
"1391","agree"
"1392","discuss"
"1393","discuss"
"1394","discuss"
"1395","agree"
"1396","discuss"
"1397","discuss"
"1398","discuss"
"1399","agree"
"1400","disagree"
"1401","agree"
"1402","agree"
"1403","discuss"
"1404","agree"
"1405","agree"
"1406","disagree"
"1407","disagree"
"1408","agree"
"1409","discuss"
"1410","discuss"
"1411","agree"
"1412","discuss"
"1413","agree"
"1414","discuss"
"1415","agree"
"1416","discuss"
"1417","discuss"
"1418","agree"
"1419","discuss"
"1420","discuss"
"1421","discuss"
"1422","disagree"
"1423","discuss"
"1424","discuss"
"1425","agree"
"1426","discuss"
"1427","agree"
"1428","disagree"
"1429","agree"
"1430","agree"
"1431","discuss"
"1432","agree"
"1433","discuss"
"1434","discuss"
"1435","discuss"
"1436","discuss"
"1437","agree"
"1438","discuss"
"1439","discuss"
"1440","discuss"
"1441","discuss"
"1442","disagree"
"1443","discuss"
"1444","discuss"
"1445","discuss"
"1446","discuss"
"1447","discuss"
"1448","agree"
"1449","discuss"
"1450","discuss"
"1451","discuss"
"1452","discuss"
"1453","discuss"
"1454","discuss"
"1455","discuss"
"1456","agree"
"1457","discuss"
"1458","agree"
"1459","disagree"
"1460","discuss"
"1461","discuss"
"1462","disagree"
"1463","discuss"
"1464","agree"
"1465","discuss"
"1466","agree"
"1467","agree"
"1468","discuss"
"1469","discuss"
"1470","disagree"
"1471","discuss"
"1472","disagree"
"1473","discuss"
"1474","discuss"
"1475","agree"
"1476","agree"
"1477","discuss"
"1478","agree"
"1479","discuss"
"1480","discuss"
"1481","discuss"
"1482","agree"
"1483","discuss"
"1484","discuss"
"1485","agree"
"1486","discuss"
"1487","discuss"
"1488","agree"
"1489","agree"
"1490","agree"
"1491","agree"
"1492","disagree"
"1493","discuss"
"1494","disagree"
"1495","discuss"
"1496","discuss"
"1497","discuss"
"1498","discuss"
"1499","discuss"
"1500","agree"
"1501","agree"
"1502","agree"
"1503","agree"
"1504","disagree"
"1505","agree"
"1506","disagree"
"1507","discuss"
"1508","agree"
"1509","discuss"
"1510","discuss"
"1511","agree"
"1512","discuss"
"1513","agree"
"1514","discuss"
"1515","agree"
"1516","discuss"
"1517","discuss"
"1518","discuss"
"1519","agree"
"1520","discuss"
"1521","discuss"
"1522","agree"
"1523","discuss"
"1524","discuss"
"1525","discuss"
"1526","discuss"
"1527","agree"
"1528","agree"
"1529","disagree"
"1530","discuss"
"1531","discuss"
"1532","agree"
"1533","agree"
"1534","agree"
"1535","agree"
"1536","discuss"
"1537","discuss"
"1538","discuss"
"1539","disagree"
"1540","disagree"
"1541","discuss"
"1542","disagree"
"1543","agree"
"1544","discuss"
"1545","discuss"
"1546","discuss"
"1547","agree"
"1548","agree"
"1549","discuss"
"1550","discuss"
"1551","agree"
"1552","discuss"
"1553","discuss"
"1554","agree"
"1555","discuss"
"1556","disagree"
"1557","discuss"
"1558","discuss"
"1559","discuss"
"1560","agree"
"1561","disagree"
"1562","discuss"
"1563","agree"
"1564","discuss"
"1565","agree"
"1566","discuss"
"1567","disagree"
"1568","agree"
"1569","discuss"
"1570","discuss"
"1571","disagree"
"1572","agree"
"1573","discuss"
"1574","disagree"
"1575","discuss"
"1576","agree"
"1577","disagree"
"1578","discuss"
"1579","discuss"
"1580","discuss"
"1581","discuss"
"1582","discuss"
"1583","agree"
"1584","agree"
"1585","agree"
"1586","discuss"
"1587","discuss"
"1588","agree"
"1589","agree"
"1590","agree"
"1591","discuss"
"1592","discuss"
"1593","agree"
"1594","discuss"
"1595","discuss"
"1596","discuss"
"1597","agree"
"1598","agree"
"1599","discuss"
"1600","discuss"
"1601","discuss"
"1602","discuss"
"1603","agree"
"1604","discuss"
"1605","discuss"
"1606","disagree"
"1607","discuss"
"1608","discuss"
"1609","discuss"
"1610","discuss"
"1611","discuss"
"1612","agree"
"1613","discuss"
"1614","disagree"
"1615","discuss"
"1616","discuss"
"1617","discuss"
"1618","discuss"
"1619","discuss"
"1620","agree"
"1621","discuss"
"1622","agree"
"1623","disagree"
"1624","discuss"
"1625","discuss"
"1626","agree"
"1627","discuss"
"1628","discuss"
"1629","agree"
"1630","discuss"
"1631","discuss"
"1632","discuss"
"1633","discuss"
"1634","discuss"
"1635","discuss"
"1636","agree"
"1637","discuss"
"1638","discuss"
"1639","agree"
"1640","agree"
"1641","agree"
"1642","agree"
"1643","discuss"
"1644","discuss"
"1645","discuss"
"1646","discuss"
"1647","agree"
"1648","discuss"
"1649","disagree"
"1650","discuss"
"1651","discuss"
"1652","discuss"
"1653","discuss"
"1654","agree"
"1655","discuss"
"1656","disagree"
"1657","discuss"
"1658","discuss"
"1659","discuss"
"1660","discuss"
"1661","discuss"
"1662","discuss"
"1663","discuss"
"1664","agree"
"1665","discuss"
"1666","discuss"
"1667","discuss"
"1668","discuss"
"1669","discuss"
"1670","discuss"
"1671","agree"
"1672","discuss"
"1673","disagree"
"1674","discuss"
"1675","discuss"
"1676","discuss"
"1677","discuss"
"1678","discuss"
"1679","discuss"
"1680","discuss"
"1681","discuss"
"1682","agree"
"1683","agree"
"1684","discuss"
"1685","discuss"
"1686","discuss"
"1687","discuss"
"1688","discuss"
"1689","discuss"
"1690","discuss"
"1691","agree"
"1692","discuss"
"1693","discuss"
"1694","agree"
"1695","agree"
"1696","discuss"
"1697","discuss"
"1698","disagree"
"1699","agree"
"1700","agree"
"1701","agree"
"1702","discuss"
"1703","discuss"
"1704","discuss"
"1705","discuss"
"1706","discuss"
"1707","discuss"
"1708","discuss"
"1709","agree"
"1710","discuss"
"1711","discuss"
"1712","discuss"
"1713","discuss"
"1714","discuss"
"1715","agree"
"1716","discuss"
"1717","discuss"
"1718","agree"
"1719","discuss"
